date,new_confirmed,new_deceased,new_recovered,new_tested,cumulative_confirmed,cumulative_deceased,cumulative_recovered,cumulative_tested
10/2/21,44785,638,0,5060,43626268,701361,0,3516871
10/3/21,26226,256,0,5482,43652494,701617,0,3522353
10/4/21,170820,2044,0,14726,43823774,703661,34985,3537079
10/5/21,98795,2034,0,13122,43922569,705695,34985,3550201
10/6/21,125982,2533,0,12367,44048551,708228,34985,3562568
10/7/21,105434,2454,0,11086,44153985,710682,34985,3573654
10/8/21,113353,2437,0,9979,44267338,713119,34985,3583634
10/9/21,38101,525,0,4764,44305003,713644,0,3588398
10/10/21,23863,492,0,4954,44328866,714136,0,3593352
10/11/21,121184,1165,0,12612,44450486,715301,34985,3605965
10/12/21,112099,2516,0,12628,44562585,717817,34985,3618593
10/13/21,106540,2253,0,13330,44669125,720070,34985,3631923
10/14/21,88954,2051,0,10477,44758079,722121,34985,3642400
10/15/21,98549,2164,0,9312,44856628,724285,34985,3651712
10/16/21,34284,388,0,4342,44890583,724673,0,3656054
10/17/21,23032,188,0,4769,44913615,724861,0,3660823
10/18/21,121855,1886,0,12968,45035799,726747,34985,3673791
10/19/21,81795,2079,0,11285,45117594,728826,34985,3685077
10/20/21,86890,2999,0,12455,45204484,731825,34985,3697532
10/21/21,81848,1885,0,10095,45286332,733710,34985,3707628
10/22/21,87091,2136,0,8434,45373423,735846,34985,3716062
10/23/21,30574,438,0,4350,45403706,736284,0,3720412
10/24/21,17406,153,0,4767,45421112,736437,0,3725180
10/25/21,104239,1416,0,12743,45525642,737853,34985,3737922
10/26/21,87416,1728,0,10720,45613058,739581,34985,3748643
10/27/21,94903,2019,0,10776,45707961,741600,34985,3759419
10/28/21,86174,1782,0,8763,45794135,743382,34985,3768182
10/29/21,88735,2014,0,8809,45882870,745396,34985,3776991
10/30/21,29838,327,0,3626,45912478,745723,0,3780617
10/31/21,19179,159,0,3497,45931657,745882,0,3784115
11/1/21,123267,1152,0,11588,46055154,747034,34985,3795703
11/2/21,77289,1514,0,10947,46132443,748548,34985,3806650
11/3/21,84854,1885,0,10300,46217297,750433,34985,3816950
11/4/21,83236,1121,0,9691,46300533,751554,34985,3826641
11/5/21,91789,2329,0,7900,46392322,753883,34985,3834542
11/6/21,32263,388,0,4140,46424334,754271,0,3838682
11/7/21,22324,134,0,4241,46446658,754405,0,3842923
11/8/21,125130,1172,0,10864,46572039,755577,34985,3853787
11/9/21,83329,1691,0,9740,46655368,757268,34985,3863527
11/10/21,99003,1632,0,9102,46754306,758900,0,3872630
11/11/21,65224,725,0,6430,46819530,759625,0,3879060
11/12/21,128768,2070,0,7749,46948298,761695,0,3886809
11/13/21,61813,452,0,3589,47010111,762147,0,3890398
11/14/21,24305,149,0,3780,47034204,762296,34985,3894178
11/15/21,147631,1191,0,10827,47181835,763487,34985,3905005
11/16/21,90857,1442,0,9554,47272692,764929,34985,3914559
11/17/21,114393,1620,0,8324,47387085,766549,34985,3922883
11/18/21,110339,3222,0,8395,47497424,769771,34985,3931278
11/19/21,119587,1993,0,7152,47617011,771764,34985,3938430
11/20/21,41237,322,0,3129,47657929,772086,0,3941559
11/21/21,31478,126,0,3087,47689407,772212,0,3944646
11/22/21,158085,1234,0,10678,47847811,773446,34985,3955324
11/23/21,93128,1474,0,8298,47940939,774920,34985,3963623
11/24/21,120372,1634,0,7581,48061311,776554,34985,3971204
11/25/21,31014,375,0,2372,48092325,776929,34985,3973577
11/26/21,51007,543,0,3895,48143332,777472,34985,3977471
11/27/21,24954,192,0,3440,48168286,777664,34985,3980911
11/28/21,24056,124,0,3331,48192342,777788,34985,3984243
11/29/21,215531,1875,0,10034,48407873,779663,34985,3994277
11/30/21,109832,1555,0,8615,48517705,781218,34985,4002892
12/1/21,139401,1969,0,7412,48657106,783187,34985,4010305
12/2/21,138902,1355,0,8060,48796008,784542,34985,4018365
12/3/21,153568,2152,0,6713,48949576,786694,34985,4025079
12/4/21,57961,493,0,2996,49006971,787187,0,4028075
12/5/21,34680,164,0,4111,49041651,787351,0,4032186
12/6/21,196374,1347,0,9072,49238591,788698,34985,4041258
12/7/21,114656,1769,0,7767,49353247,790467,34985,4049025
12/8/21,149130,1875,0,7920,49502377,792342,34985,4056945
12/9/21,123760,1298,0,6790,49625288,793822,34985,3608967
12/10/21,165300,2104,0,5101,49790588,795926,34985,3614068
12/11/21,51471,416,0,2647,49841369,796342,0,3616715
12/12/21,36414,196,0,2709,49877783,796538,0,3619424
12/13/21,202688,1289,0,7766,50081161,797827,34985,3627190
12/14/21,116628,1734,0,6913,50197789,799561,34985,3634103
12/15/21,145311,2097,0,6086,50343100,801658,34985,3640189
12/16/21,146802,1164,0,5835,50489902,802822,34985,3646024
12/17/21,173834,2042,0,4801,50663736,804864,34985,3650825
12/18/21,74759,475,0,2520,50734732,805339,0,3653345
12/19/21,72627,163,0,2647,50807359,805502,0,3655992
12/20/21,299990,1419,0,6294,51111112,806921,34985,3662286
12/21/21,189954,2088,0,5830,51301066,809009,34985,3668116
12/22/21,244098,2057,0,5073,51545164,811066,34985,3673189
12/23/21,272809,3286,0,5272,51817973,814352,34985,3678461
12/24/21,184034,1003,0,2879,51992807,815355,0,3681340
12/25/21,58404,100,0,622,52051211,815455,0,3681962
12/26/21,189805,81,0,2946,52241016,815536,0,3684908
12/27/21,535815,1743,0,7136,52786031,817279,34985,3692044
12/28/21,380733,2498,0,6847,53166764,819777,34985,3698891
12/29/21,489474,2101,0,6215,53656238,821878,34985,3705106
12/30/21,585863,1415,0,7090,54239860,823293,0,3712196
12/31/21,446844,1197,0,4262,54686704,824490,0,3716458
1/1/22,161960,273,0,1547,54848664,824763,0,3718005
1/2/22,286868,233,0,4061,55135532,824996,0,3722066
1/3/22,1018686,1651,0,10419,56154218,826647,34985,3732485
1/4/22,884796,2364,0,10299,57039014,829011,34985,3742784
1/5/22,707134,2129,0,9475,57746148,831140,34985,3752259
1/6/22,760542,1973,0,10611,58506690,833113,34985,3762870
1/7/22,901912,2688,0,10524,59408602,835801,34985,3773394
1/8/22,447054,691,0,5331,59849418,836492,0,3778725
1/9/22,316109,402,0,5071,60165527,836894,0,3783796
1/10/22,1427763,1686,0,10735,61599528,838580,34985,3794531
1/11/22,772241,2682,0,9564,62371769,841262,34985,3804095
1/12/22,878920,2727,0,9706,63250689,843989,34985,3813801
1/13/22,871941,2288,0,8936,64122630,846277,34985,3822737
1/14/22,932773,2995,0,8964,65055403,849272,34985,3831701
1/15/22,425291,1002,0,4082,65476858,850274,0,3835783
1/16/22,339145,414,0,4413,65816003,850688,0,3840196
1/17/22,713331,776,0,8123,66529334,851464,0,3848319
1/18/22,1177726,2988,0,11026,67710896,854452,34985,3859345
1/19/22,845037,3317,0,9554,68555933,857769,34985,3868899
1/20/22,751358,2676,0,9211,69307291,860445,34985,3878110
1/21/22,822744,3868,0,8518,70130035,864313,34985,3886628
1/22/22,338877,937,0,3873,70467562,865250,0,3890501
1/23/22,200549,571,0,4193,70668111,865821,0,3894694
1/24/22,1028197,2163,0,10198,71697658,867984,34985,3904892
1/25/22,513668,2978,0,7748,72211326,870962,34985,3912640
1/26/22,681763,3890,0,7512,72893089,874852,34985,3920152
1/27/22,533066,3094,0,6582,73426155,877946,34985,3926734
1/28/22,551758,3878,0,6740,73977913,881824,34985,3933474
1/29/22,243622,1307,0,2858,74221535,883131,0,3936332
1/30/22,104696,364,0,3250,74326231,883495,0,3939582
1/31/22,659731,2579,0,8016,74985962,886074,34985,3947598
2/1/22,298314,3584,0,5736,75284276,889658,34985,3953334
2/2/22,323144,3626,0,5486,75607420,893284,34985,3958820
2/3/22,313904,3030,0,4725,75921324,896314,34985,3963545
2/4/22,311240,3978,0,4921,76232564,900292,34985,3968466
2/5/22,124584,869,0,2067,76356521,901161,0,3970533
2/6/22,59040,380,0,2320,76415561,901541,0,3972853
2/7/22,345413,2741,0,6472,76761601,904282,34985,3979325
2/8/22,196420,3364,0,5033,76958021,907646,34985,3984358
2/9/22,224914,3553,0,4131,77182935,911199,34985,3988489
2/10/22,174234,3261,0,3567,77357169,914460,34985,3992056
2/11/22,169141,2810,-900,2945,77526310,917270,34085,3995001
2/12/22,64467,762,0,1122,77590302,918032,0,3996123
2/13/22,34805,475,0,1341,77625107,918507,0,3997464
2/14/22,205260,2591,900,4178,77830842,921098,34985,4001642
2/15/22,116048,2853,0,3885,77946890,923951,34985,4005527
2/16/22,140116,3280,0,3163,78087006,927231,34985,4008690
2/17/22,104387,3189,315000,3180,78191393,930420,349985,4011870
2/18/22,109313,2493,-315000,2893,78300706,932913,34985,4014763
2/19/22,46564,694,0,1277,78346901,933607,0,4016040
2/20/22,26373,414,0,1589,78373274,934021,0,4017629
2/21/22,56018,761,0,2420,78429292,934782,0,4020049
2/22/22,123050,2728,0,3450,78552711,937510,34985,4023499
2/23/22,83194,3004,0,2922,78635905,940514,34985,4026421
2/24/22,73866,2910,0,2653,78709771,943424,34985,4029074
2/25/22,85599,2814,0,2142,78795370,946238,34985,4031216
2/26/22,25453,566,0,862,78820585,946804,0,4032078
2/27/22,9206,197,0,1225,78829791,947001,0,4033303
2/28/22,107118,1973,0,3933,78937147,948974,34985,4037236
3/1/22,43912,1933,0,3199,78981000,950907,0,4040435
3/2/22,57920,2322,0,2826,79038920,953229,0,4043261
3/3/22,52033,1883,0,2680,79090953,955112,0,4045941
3/4/22,49144,1892,0,1903,79140097,957004,0,4047844
3/5/22,16716,308,0,1324,79156813,957312,0,4049168
3/6/22,6879,212,0,1491,79163692,957524,0,4050659
3/7/22,62762,1686,0,3092,79226454,959210,0,4053751
3/8/22,35163,1575,0,2608,79261617,960785,0,4056359
3/9/22,46589,1804,0,2247,79308206,962589,0,4058606
3/10/22,38436,1559,0,2145,79346642,964148,0,4060751
3/11/22,43966,1684,0,1927,79390608,965832,0,4062678
3/12/22,11088,472,0,980,79401696,966304,0,4063658
3/13/22,6467,143,0,1238,79408163,966447,0,4064896
3/14/22,48770,-2434,0,2939,79456933,964013,0,4067835
3/15/22,48622,1523,0,2347,79505555,965536,0,4070182
3/16/22,39158,2032,0,2234,79544713,967568,0,4072416
3/17/22,36266,1211,0,2232,79580979,968779,0,4074648
3/18/22,36136,1045,0,1918,79617115,969824,0,4076566
3/19/22,12234,332,0,1096,79629349,970156,0,4077662
3/20/22,7927,83,0,1397,79637276,970239,0,4079059
3/21/22,46026,927,0,3144,79683302,971166,0,4082203
3/22/22,25977,1030,0,2595,79709279,972196,0,4084798
3/23/22,46746,1335,0,2238,79756025,973531,0,4087036
3/24/22,38057,982,0,2347,79794082,974513,0,4089383
3/25/22,33403,832,0,1997,79827485,975345,0,4091380
3/26/22,12199,164,0,793,79839684,975509,0,4092173
3/27/22,7591,51,0,1044,79847275,975560,0,4093217
3/28/22,42320,910,0,2629,79889595,976470,0,4095846
3/29/22,25900,757,0,2531,79915495,977227,0,4098377
3/30/22,44945,1202,0,2040,79960440,978429,0,4100417
3/31/22,37964,875,0,2008,79998404,979304,0,4102425
4/1/22,32211,646,0,1836,80030615,979950,0,4104261
4/2/22,11564,138,0,697,80042179,980088,0,4104958
4/3/22,5011,39,0,873,80047190,980127,0,4105831
4/4/22,41171,625,0,1586,80088361,980752,0,4107417
4/5/22,31138,464,0,196,80119499,981216,0,4107613
4/6/22,48657,1119,0,0,80168156,982335,0,4107613
4/7/22,35882,708,0,0,80204038,983043,0,4107613
4/8/22,44311,543,0,0,80248349,983586,0,4107613
4/9/22,13692,273,0,0,80262041,983859,0,4107613
4/10/22,8262,27,0,0,80270303,983886,0,4107613
4/11/22,50124,435,0,0,80320427,984321,0,4107613
4/12/22,29286,591,0,0,80349713,984912,0,4107613
4/13/22,52842,990,0,0,80402555,985902,0,4107613
4/14/22,57675,617,0,0,80460230,986519,0,4107613
4/15/22,47945,724,0,0,80508175,987243,0,4107613
4/16/22,11108,40,0,0,80519283,987283,0,4107613
4/17/22,11354,17,0,0,80530637,987300,0,4107613
4/18/22,60224,318,0,1,80590861,987618,0,4107614
4/19/22,50320,454,0,0,80641181,988072,0,4107614
4/20/22,61628,598,0,0,80702809,988670,0,4107614
4/21/22,59473,484,0,0,80762282,989154,0,4107614
4/22/22,68300,490,0,0,80830582,989644,0,4107614
4/23/22,19072,100,0,0,80849654,989744,0,4107614
4/24/22,12503,28,0,0,80862157,989772,0,4107614
4/25/22,74828,353,0,0,80936985,990125,0,4107614
4/26/22,54938,306,0,0,80991923,990431,0,4107614
4/27/22,83236,668,0,0,81075159,991099,0,4107614
4/28/22,73772,463,0,0,81148931,991562,0,4107614
4/29/22,82061,419,0,0,81230992,991981,0,4107614
4/30/22,22478,90,0,0,81253470,992071,0,4107614
5/1/22,15505,23,0,0,81268975,992094,0,4107614
5/2/22,95953,392,0,0,81364928,992486,0,4107614
5/3/22,69685,664,0,0,81434613,993150,0,4107614
5/4/22,100727,1934,0,0,81535340,995084,0,4107614
5/5/22,93665,694,0,0,81629005,995778,0,4107614
5/6/22,95396,455,0,0,81724401,996233,0,4107614
5/7/22,30433,96,0,0,81754834,996329,0,4107614
5/8/22,11868,19,0,0,81766702,996348,0,4107614
5/9/22,112976,330,0,0,81879678,996678,0,4107614
5/10/22,94000,304,0,0,81973678,996982,0,4107614
5/11/22,160186,551,0,0,82133864,997533,0,4107614
5/12/22,115679,373,0,0,82249543,997906,0,4107614
5/13/22,114730,427,0,0,82364273,998333,0,4107614
5/14/22,25230,46,0,0,82389503,998379,0,4107614
5/15/22,19544,27,0,0,82409047,998406,0,4107614
5/16/22,150064,321,0,0,82559111,998727,0,4107614
5/17/22,134395,354,0,0,82693506,999081,0,4107614
5/18/22,167264,563,0,0,82860770,999644,0,4107614
5/19/22,121404,406,0,0,82982174,1000050,0,4107614
5/20/22,140273,398,0,0,83122447,1000448,0,4107614
5/21/22,37524,115,0,0,83159971,1000563,0,4107614
5/22/22,22132,51,0,0,83182103,1000614,0,4107614
5/23/22,133120,249,0,0,83315223,1000863,0,4107614
5/24/22,132875,549,0,0,83448098,1001412,0,4107614
5/25/22,185355,804,0,0,83633453,1002216,0,4107614
5/26/22,125006,343,0,0,83758459,1002559,0,4107614
5/27/22,139222,602,0,0,83897681,1003161,0,4107614
5/28/22,13980,35,0,0,83911661,1003196,0,4107614
5/29/22,9166,8,0,0,83920827,1003204,0,4107614
5/30/22,32343,22,0,0,83953170,1003226,0,4107614
5/31/22,182679,382,0,0,84135849,1003608,0,4107614
6/1/22,217463,592,0,0,84353312,1004200,0,4107614
6/2/22,111727,372,0,0,84465039,1004572,0,4107614
6/3/22,142560,408,0,0,84607599,1004980,0,4107614
6/4/22,43886,194,0,0,84651485,1005174,0,4107614
6/5/22,16618,18,0,0,84668103,1005192,0,4107614
6/6/22,137305,321,0,0,84805408,1005513,0,4107614
6/7/22,143248,471,0,0,84948656,1005984,0,4107614
6/8/22,176690,1045,0,0,85125346,1007029,0,4107614
6/9/22,117981,345,0,0,85243327,1007374,0,4107614
6/10/22,136331,371,0,0,85379658,1007745,0,4107614
6/11/22,35552,124,0,0,85415210,1007869,0,4107614
6/12/22,18586,19,0,0,85433796,1007888,0,4107614
6/13/22,125716,271,0,0,85559512,1008159,0,4107614
6/14/22,135733,439,0,0,85695245,1008598,0,4107614
6/15/22,170052,654,0,0,85865297,1009252,0,4107614
6/16/22,104545,335,0,0,85969842,1009587,0,4107614
6/17/22,116882,304,0,0,86086724,1009891,0,4107614
6/18/22,14976,25,0,0,86101700,1009916,0,4107614
6/19/22,14767,22,0,0,86116467,1009938,0,4107614
6/20/22,54255,89,0,0,86170722,1010027,0,4107614
6/21/22,210300,573,0,0,86381022,1010600,0,4107614
6/22/22,168345,774,0,0,86549367,1011374,0,4107614
6/23/22,116881,499,0,0,86666248,1011873,0,4107614
6/24/22,156084,494,0,0,86822332,1012367,0,4107614
6/25/22,47904,163,0,0,86870236,1012530,0,4107614
6/26/22,18418,6,0,0,86888654,1012536,0,4107614
6/27/22,132611,280,0,0,87021265,1012816,0,4107614
6/28/22,122729,541,0,0,87143994,1013357,0,4107614
6/29/22,193305,693,0,0,87337299,1014050,0,4107614
6/30/22,124090,453,0,0,87461389,1014503,0,4107614
7/1/22,152662,523,0,0,87614051,1015026,0,4107614
7/2/22,12517,21,0,0,87626568,1015047,0,4107614
7/3/22,7124,3,0,0,87633692,1015050,0,4107614
7/4/22,35844,64,0,0,87669536,1015114,0,4107614
7/5/22,181106,426,0,0,87850642,1015540,0,4107614
7/6/22,237750,717,0,0,88088392,1016257,0,4107614
7/7/22,125113,477,0,0,88213505,1016734,0,4107614
7/8/22,168473,562,0,0,88381978,1017296,0,4107614
7/9/22,23770,36,0,0,88405748,1017332,0,4107614
7/10/22,22772,8,0,0,88428520,1017340,0,4107614
7/11/22,175681,551,0,0,88604201,1017891,0,4107614
7/12/22,184744,523,0,0,88788945,1018414,0,4107614
7/13/22,188464,857,0,0,88977409,1019271,0,4107614
7/14/22,144624,458,0,0,89122033,1019729,0,4107614
7/15/22,170281,533,0,0,89292314,1020262,0,4107614
7/16/22,21260,42,0,0,89313574,1020304,0,4107614
7/17/22,22128,11,0,0,89335702,1020315,0,4107614
7/18/22,170746,520,0,0,89506448,1020835,0,4107614
7/19/22,161308,547,0,0,89667756,1021382,0,4107614
7/20/22,202103,792,0,0,89869859,1022174,0,4107614
7/21/22,153891,552,0,0,90023750,1022726,0,4107614
7/22/22,166125,580,0,0,90189875,1023306,0,4107614
7/23/22,24435,56,0,0,90214310,1023362,0,4107614
7/24/22,21769,14,0,0,90236079,1023376,0,4107614
7/25/22,167928,512,0,0,90404007,1023888,0,4107614
7/26/22,164814,519,0,0,90568821,1024407,0,4107614
7/27/22,224568,824,0,0,90793389,1025231,0,4107614
7/28/22,149447,484,0,0,90942836,1025715,0,4107614
7/29/22,139706,618,0,0,91082542,1026333,0,4107614
7/30/22,12125,22,0,0,91094667,1026355,0,4107614
7/31/22,10968,9,0,0,91105635,1026364,0,4107614
8/1/22,176993,606,0,0,91282628,1026970,0,4107614
8/2/22,108567,445,0,0,91391195,1027415,0,4107614
8/3/22,214560,1057,0,0,91605755,1028472,0,4107614
8/4/22,164965,673,0,0,91770720,1029145,0,4107614
8/5/22,132224,658,0,0,91902944,1029803,0,4107614
8/6/22,10943,28,0,0,91913887,1029831,0,4107614
8/7/22,10160,11,0,0,91924047,1029842,0,4107614
8/8/22,145743,563,0,0,92069790,1030405,0,4107614
8/9/22,129004,562,0,0,92198794,1030967,0,4107614
8/10/22,172821,852,0,0,92371615,1031819,0,4107614
8/11/22,137291,701,0,0,92508906,1032520,0,4107614
8/12/22,121963,671,0,0,92630869,1033191,0,4107614
8/13/22,6970,18,0,0,92637839,1033209,0,4107614
8/14/22,10773,12,0,0,92648612,1033221,0,4107614
8/15/22,129572,555,0,0,92778184,1033776,0,4107614
8/16/22,120959,472,0,0,92899143,1034248,0,4107614
8/17/22,158251,960,0,0,93057394,1035208,0,4107614
8/18/22,126768,608,0,0,93184162,1035816,0,4107614
8/19/22,108824,531,0,0,93292986,1036347,0,4107614
8/20/22,8019,27,0,0,93301005,1036374,0,4107614
8/21/22,8620,8,0,0,93309625,1036382,0,4107614
8/22/22,120825,593,0,0,93430450,1036975,0,4107614
8/23/22,105499,505,0,0,93535949,1037480,0,4107614
8/24/22,172098,919,0,0,93708047,1038399,0,4107614
8/25/22,111393,644,0,0,93819440,1039043,0,4107614
8/26/22,102644,637,0,0,93922084,1039680,0,4107614
8/27/22,8930,30,0,0,93931014,1039710,0,4107614
8/28/22,8621,3,0,0,93939635,1039713,0,4107614
8/29/22,112418,591,0,0,94052053,1040304,0,4107614
8/30/22,117319,467,0,0,94169372,1040771,0,4107614
8/31/22,152946,1403,0,0,94322318,1042174,0,4107614
9/1/22,108825,713,0,0,94431143,1042887,0,4107614
9/2/22,88502,502,0,0,94519645,1043389,0,4107614
9/3/22,7526,19,0,0,94527171,1043408,0,4107614
9/4/22,5892,1,0,0,94533063,1043409,0,4107614
9/5/22,18537,53,0,0,94551600,1043462,0,4107614
9/6/22,125989,628,0,0,94677589,1044090,0,4107614
9/7/22,144151,829,0,0,94840522,1044912,0,0
9/8/22,88425,674,0,0,94928947,1045586,0,0
9/9/22,73885,533,0,0,95002832,1046119,0,0
9/10/22,3227,26,0,0,95006059,1046145,0,0
9/11/22,11464,19,0,0,95017523,1046164,0,0
9/12/22,87513,569,0,0,95105036,1046733,0,0
9/13/22,61642,522,0,0,95166678,1047255,0,0
9/14/22,115724,985,0,0,95282402,1048240,0,0
9/15/22,94168,756,0,0,95376570,1048996,0,0
12/30/22,-31136,0,0,0,103487,0,34985,0